genus,species,fangs,toxicity,rating,common name
Hydrophis,elegans,front-fanged,venomous,very dangerous bite,Elegant sea snake
Hydrophis,fasciatus,front-fanged,venomous,very dangerous bite,Striped sea snake
Hydrophis,gracilis,front-fanged,venomous,very dangerous bite,Slender sea snake
Hydrophis,hardwickii,front-fanged,venomous,very dangerous bite,Spine bellied sea snake
Hydrophis,hendersoni,front-fanged,venomous,very dangerous bite,Rangoon Sea Snake
Hydrophis,inornatus,front-fanged,venomous,very dangerous bite,Plain Seasnake
Hydrophis,jerdonii,front-fanged,venomous,very dangerous bite,Cone nosed Sea Snake
Hydrophis,kingii,front-fanged,venomous,very dangerous bite,Spectacled sea snake
Hydrophis,klossi,front-fanged,venomous,very dangerous bite,Selangor Sea Snake
Hydrophis,laboutei,front-fanged,venomous,very dangerous bite,New Caledonian Sea Snake
Hydrophis,lamberti,front-fanged,venomous,very dangerous bite,Siamese Sea Snake
Hydrophis,lapemoides,front-fanged,venomous,very dangerous bite,Persian gulf sea snake
Hydrophis,macdowelli,front-fanged,venomous,very dangerous bite,Small headed sea snake
Hydrophis,major,front-fanged,venomous,very dangerous bite,Olive headed sea snake
Hydrophis,mamillaris,front-fanged,venomous,very dangerous bite,Bombay Gulf Sea Snake
Hydrophis,melanocephalus,front-fanged,venomous,very dangerous bite,Black headed Slender necked Sea Snake
Hydrophis,melanosoma,front-fanged,venomous,very dangerous bite,Black banded Robust Sea Snake
Hydrophis,nigrocinctus,front-fanged,venomous,very dangerous bite,Black banded sea snake
Hydrophis,obscurus,front-fanged,venomous,very dangerous bite,Northern Estuarine Sea Snake
Hydrophis,ocellatus,front-fanged,venomous,very dangerous bite,Spotted Sea Snake
Hydrophis,ornatus,front-fanged,venomous,very dangerous bite,Ornate reef sea snake
Hydrophis,pachycercos,front-fanged,venomous,very dangerous bite,Broad headed Sea Snake
Hydrophis,pacificus,front-fanged,venomous,very dangerous bite,Pacific Sea Snake
Hydrophis,parviceps,front-fanged,venomous,very dangerous bite,Short headed Sea Snake
Hydrophis,peronii,front-fanged,venomous,very dangerous bite,Horned Sea Snake
Hydrophis,platurus,front-fanged,venomous,very dangerous bite,Yellowbelly sea snake
Hydrophis,schistosus,front-fanged,venomous,very dangerous bite,Beaked sea snake
Hydrophis,semperi,front-fanged,venomous,very dangerous bite,Lake Taal Sea Snake
Hydrophis,sibauensis,front-fanged,venomous,very dangerous bite,Kalimantan sea snake
Hydrophis,spiralis,front-fanged,venomous,very dangerous bite,Narrow banded Sea Snake
Hydrophis,stokesii,front-fanged,venomous,very dangerous bite,Large headed Sea Snake
Hydrophis,stricticollis,front-fanged,venomous,very dangerous bite,Bengal Sea Snake
Hydrophis,torquatus,front-fanged,venomous,very dangerous bite,Grey Sea Snake
Hydrophis,viperinus,front-fanged,venomous,very dangerous bite,Viperine sea snake
Hydrophis,vorisi,front-fanged,venomous,very dangerous bite,Southern Estuarine Sea Snake
Hydrophis,zweifeli,front-fanged,venomous,very dangerous bite,Sepik Beaked Sea Snake
Kolpophis,annandalei,front-fanged,venomous,very dangerous bite,Granular Sea Snake
Loveridgelaps,elapoides,front-fanged,venomous,very dangerous bite,Solomons black banded krait
Micropechis,ikaheca,front-fanged,venomous,very dangerous bite,New Guinea small eyed snake
Neelaps,calonotus,front-fanged,venomous,harmful bite,Western Black striped Snake
Notechis,scutatus,front-fanged,venomous,very dangerous bite,Mainland tiger snake
Ogmodon,vitianus,front-fanged,venomous,unclear dangerousness,Fiji snake
Oxyuranus,microlepidotus,front-fanged,venomous,extremely dangerous bite,Inland taipan
Oxyuranus,scutellatus,front-fanged,venomous,extremely dangerous bite,Coastal taipan
Oxyuranus,temporalis,front-fanged,venomous,extremely dangerous bite,Central Ranges taipan
Parahydrophis,mertoni,front-fanged,venomous,very dangerous bite,Arafura Smooth Sea Snake
Parapistocalamus,hedigeri,front-fanged,venomous,very dangerous bite,Bougainville coral snake
Parasuta,dwyeri,front-fanged,venomous,dangerous bite,Variable black naped snake
Parasuta,flagellum,front-fanged,venomous,dangerous bite,Little Whip snake
Parasuta,gouldii,front-fanged,venomous,dangerous bite,Black Headed Snake
Parasuta,monachus,front-fanged,venomous,dangerous bite,Hooded Snake
Parasuta,nigriceps,front-fanged,venomous,dangerous bite,Mallee Black backed Snake
Parasuta,spectabilis,front-fanged,venomous,dangerous bite,Spectacled Hooded Snake
Paroplocephalus,atriceps,front-fanged,venomous,dangerous bite,Lake cronin snake
Pseudechis,australis,front-fanged,venomous,very dangerous bite,Mulga snake
Pseudechis,butleri,front-fanged,venomous,very dangerous bite,Butler's black snake
Pseudechis,colletti,front-fanged,venomous,dangerous bite,Collett's black snake
Pseudechis,guttatus,front-fanged,venomous,very dangerous bite,Blue bellied black snake
Pseudechis,pailsei,front-fanged,venomous,very dangerous bite,Pail's black snake
Pseudechis,papuanus,front-fanged,venomous,very dangerous bite,Papuan black snake
Pseudechis,porphyriacus,front-fanged,venomous,very dangerous bite,Red bellied black snake
Pseudechis,rossignolii,front-fanged,venomous,dangerous bite,Papuan Dwarf King Brown
Pseudechis,weigeli,front-fanged,venomous,dangerous bite,Pygmy mulga snake
Pseudonaja,affinis,front-fanged,venomous,very dangerous bite,Dugite
Pseudonaja,aspidorhyncha,front-fanged,venomous,dangerous bite,Shield snouted brown snake
Pseudonaja,guttata,front-fanged,venomous,very dangerous bite,Speckled brown snake
Pseudonaja,inframacula,front-fanged,venomous,very dangerous bite,Peninsula brown snake
Pseudonaja,ingrami,front-fanged,venomous,very dangerous bite,Ingram's brown snake
Pseudonaja,mengdeni,front-fanged,venomous,very dangerous bite,Gwardar
Pseudonaja,modesta,front-fanged,venomous,harmful bite,Ringed brown snake
Pseudonaja,nuchalis,front-fanged,venomous,very dangerous bite,Western brown snake
Pseudonaja,textilis,front-fanged,venomous,very dangerous bite,Eastern brown snake
Rhinoplocephalus,bicolor,front-fanged,venomous,very dangerous bite,Square nosed snake
Salomonelaps,par,front-fanged,unclear toxicity,???,Solomons coral snake
Simoselaps,anomalus,front-fanged,venomous,unclear dangerousness,Desert banded snake
Simoselaps,bertholdi,front-fanged,venomous,unclear dangerousness,Southern Desert Banded Snake
Simoselaps,bimaculatus,front-fanged,venomous,unclear dangerousness,Western Black naped Snake
Simoselaps,littoralis,front-fanged,venomous,unclear dangerousness,Coastal Burrowing Snake
Simoselaps,minimus,front-fanged,venomous,unclear dangerousness,Dampierland Burrowing Snake
Suta,fasciata,front-fanged,venomous,dangerous bite,Rosen's snake
Suta,ordensis,front-fanged,venomous,dangerous bite,Ord Curl Snake
Suta,punctata,front-fanged,venomous,harmful bite,Little Spotted Snake
Suta,suta,front-fanged,venomous,dangerous bite,Curl Snake
Thalassophis,anomalus,front-fanged,venomous,very dangerous bite,Scale snouted Sea Snake
Toxicocalamus,buergersi,front-fanged,venomous,very dangerous bite,Buerger’s forest snake
Toxicocalamus,cratermontanus,front-fanged,venomous,very dangerous bite,
Toxicocalamus,ernstmayri,front-fanged,venomous,very dangerous bite,Star Mountains Worm Eating Snake
Toxicocalamus,grandis,front-fanged,venomous,very dangerous bite,Setekwa River forest snake
Toxicocalamus,holopelturus,front-fanged,venomous,very dangerous bite,Mount Rossel forest snake
Toxicocalamus,longissimus,front-fanged,venomous,very dangerous bite,Fergusson Island forest snake
Toxicocalamus,loriae,front-fanged,venomous,very dangerous bite,Loria forest snake
Toxicocalamus,mintoni,front-fanged,venomous,very dangerous bite,Minton's forest snake
Toxicocalamus,misimae,front-fanged,venomous,very dangerous bite,Misima Island forest snake
Toxicocalamus,nigrescens,front-fanged,venomous,very dangerous bite,
Toxicocalamus,pachysomus,front-fanged,venomous,very dangerous bite,Fat forest snake
Toxicocalamus,preussi,front-fanged,venomous,very dangerous bite,Preuss’s forest snake
Toxicocalamus,spilolepidotus,front-fanged,venomous,very dangerous bite,Spotted forest snake
Toxicocalamus,stanleyanus,front-fanged,venomous,very dangerous bite,Owen Stanley Range forest snake
Tropidechis,carinatus,front-fanged,venomous,very dangerous bite,Clarence river snake
Vermicella,annulata,front-fanged,venomous,harmful bite,Eastern Bandy bandy
Vermicella,intermedia,front-fanged,venomous,harmful bite,Intermediate bandy bandy
Vermicella,multifasciata,front-fanged,venomous,harmful bite,Northern Bandy Bandy
Vermicella,snelli,front-fanged,venomous,harmful bite,Pilbara bandy bandy
Vermicella,vermiformis,front-fanged,venomous,harmful bite,Centralian bandy bandy
Aspidelaps,lubricus,front-fanged,venomous,dangerous bite,Cape coral snake
Aspidelaps,scutatus,front-fanged,venomous,dangerous bite,Shield nose snake
Bungarus,andamanensis,front-fanged,venomous,very dangerous bite,South Andaman krait
Bungarus,bungaroides,front-fanged,venomous,very dangerous bite,Northeastern hill krait
Bungarus,caeruleus,front-fanged,venomous,very dangerous bite,Indian krait
Bungarus,candidus,front-fanged,venomous,very dangerous bite,Blue krait
Bungarus,ceylonicus,front-fanged,venomous,very dangerous bite,Sri Lankan krait
Bungarus,fasciatus,front-fanged,venomous,very dangerous bite,Banded krait
Bungarus,flaviceps,front-fanged,venomous,very dangerous bite,Red headed krait
Bungarus,lividus,front-fanged,venomous,very dangerous bite,Lesser black krait
Bungarus,magnimaculatus,front-fanged,venomous,very dangerous bite,Burmese krait
Bungarus,multicinctus,front-fanged,venomous,very dangerous bite,Many banded krait
Bungarus,niger,front-fanged,venomous,very dangerous bite,Greater black krait
Bungarus,persicus,front-fanged,venomous,very dangerous bite,Persian Krait
Bungarus,sindanus,front-fanged,venomous,very dangerous bite,Sind krait
Bungarus,slowinskii,front-fanged,venomous,very dangerous bite,Red river krait
Bungarus,walli,front-fanged,venomous,very dangerous bite,Wall's Sind Krait
Calliophis,beddomei,front-fanged,venomous,very dangerous bite,Beddome's coral snake
Calliophis,bibroni,front-fanged,venomous,very dangerous bite,Bibron's Slender Coral Snake
Calliophis,bivirgatus,front-fanged,venomous,very dangerous bite,Blue Malaysian Coral Snake
Calliophis,castoe,front-fanged,venomous,very dangerous bite,Castoe’s coral snake
Calliophis,gracilis,front-fanged,venomous,very dangerous bite,Gray Coral Snake
Calliophis,haematoetron,front-fanged,venomous,very dangerous bite,Blood bellied coral snake
Calliophis,intestinalis,front-fanged,venomous,very dangerous bite,Banded Malaysian Coral Snake
Calliophis,maculiceps,front-fanged,venomous,very dangerous bite,Speckled coral snake
Calliophis,melanurus,front-fanged,venomous,very dangerous bite,Indian Coral Snake
Calliophis,nigrescens,front-fanged,venomous,very dangerous bite,Black Coral Snake
Calliophis,salitan,front-fanged,venomous,very dangerous bite,
Dendroaspis,angusticeps,front-fanged,venomous,very dangerous bite,Eastern green mamba
Dendroaspis,jamesoni,front-fanged,venomous,very dangerous bite,Jameson's mamba
Dendroaspis,polylepis,front-fanged,venomous,extremely dangerous bite,Black mamba
Dendroaspis,viridis,front-fanged,venomous,very dangerous bite,Western green mamba
Elapsoidea,boulengeri,front-fanged,venomous,harmful bite,Boulenger's garter snake
Elapsoidea,broadleyi,front-fanged,venomous,harmful bite,Broadley's garter snake
Elapsoidea,chelazziorum,front-fanged,venomous,harmful bite,Somali garter snake
Elapsoidea,guentherii,front-fanged,venomous,harmful bite,Guenther's African garter snake
Elapsoidea,laticincta,front-fanged,venomous,harmful bite,Werner's African garter snake
Elapsoidea,loveridgei,front-fanged,venomous,harmful bite,East African garter snake
Elapsoidea,nigra,front-fanged,venomous,harmful bite,Black African garter snake
Elapsoidea,semiannulata,front-fanged,venomous,harmful bite,Angola garter snake
Elapsoidea,sundevallii,front-fanged,venomous,harmful bite,Sundevall's African garter snake
Elapsoidea,trapei,front-fanged,venomous,harmful bite,Trape's garter snake
Hemachatus,haemachatus,front-fanged,venomous,very dangerous bite,💦
Hemibungarus,calligaster,front-fanged,venomous,very dangerous bite,Barred coral snake
Laticauda,colubrina,front-fanged,venomous,very dangerous bite,Common Yellow lipped Sea Krait
Laticauda,crockeri,front-fanged,venomous,very dangerous bite,Rennell Island sea krait
Laticauda,frontalis,front-fanged,venomous,very dangerous bite,Vanuatu Sea Krait
Laticauda,guineai,front-fanged,venomous,very dangerous bite,Papuan Sea Krait
Laticauda,laticaudata,front-fanged,venomous,very dangerous bite,Blue lipped sea krait
Laticauda,saintgironsi,front-fanged,venomous,very dangerous bite,New Caledonian Yellow lipped Sea Krait
Laticauda,schistorhyncha,front-fanged,venomous,very dangerous bite,Flat tailed Sea Krait
Laticauda,semifasciata,front-fanged,venomous,very dangerous bite,Black banded sea krait
Micruroides,euryxanthus,front-fanged,venomous,very dangerous bite,Sonoran coral snake
Micrurus,albicinctus,front-fanged,venomous,very dangerous bite,White banded Coral Snake
Micrurus,alleni,front-fanged,venomous,very dangerous bite,Allen's coral snake
Micrurus,altirostris,front-fanged,venomous,very dangerous bite,Uruguayan Coral Snake
Micrurus,ancoralis,front-fanged,venomous,very dangerous bite,Regal Coral Snake
Micrurus,annellatus,front-fanged,venomous,very dangerous bite,Annellated coral snake
Micrurus,averyi,front-fanged,venomous,very dangerous bite,Black headed Coral Snake
Micrurus,baliocoryphus,front-fanged,venomous,very dangerous bite,Mesopotamian coral snake
Micrurus,bernadi,front-fanged,venomous,very dangerous bite,Blotched coral snake
Micrurus,bocourti,front-fanged,venomous,very dangerous bite,False triad coral snake
Micrurus,bogerti,front-fanged,venomous,very dangerous bite,Bogert's coral snake
Micrurus,brasiliensis,front-fanged,venomous,very dangerous bite,Coralillo brasileña
Micrurus,browni,front-fanged,venomous,very dangerous bite,Brown's coral snake
Micrurus,camilae,front-fanged,venomous,very dangerous bite,Camila's coral snake
Micrurus,catamayensis,front-fanged,venomous,very dangerous bite,Catamayo Coral Snake
Micrurus,circinalis,front-fanged,venomous,very dangerous bite,Small coral snake
Micrurus,clarki,front-fanged,venomous,very dangerous bite,Clark's coral snake
Micrurus,collaris,front-fanged,venomous,very dangerous bite,Guyana blackback coral snake
Micrurus,corallinus,front-fanged,venomous,very dangerous bite,Painted coral snake
Micrurus,decoratus,front-fanged,venomous,very dangerous bite,Brazilian coral snake
Micrurus,diana,front-fanged,venomous,very dangerous bite,Diana's coral snake
Micrurus,diastema,front-fanged,venomous,very dangerous bite,Variable coral snake
Micrurus,dissoleucus,front-fanged,venomous,very dangerous bite,Pygmy coral snake
Micrurus,distans,front-fanged,venomous,very dangerous bite,West Mexican coral snake
Micrurus,dumerilii,front-fanged,venomous,very dangerous bite,Dumeril's coral snake
Micrurus,elegans,front-fanged,venomous,very dangerous bite,Elegant coral snake
Micrurus,ephippifer,front-fanged,venomous,very dangerous bite,Oaxacan coral snake
Micrurus,filiformis,front-fanged,venomous,very dangerous bite,Slender coral snake
Micrurus,frontalis,front-fanged,venomous,very dangerous bite,Southern coral snake
Micrurus,fulvius,front-fanged,venomous,very dangerous bite,Eastern coral snake
Micrurus,hemprichii,front-fanged,venomous,very dangerous bite,Hemprich's coral snake
Micrurus,hippocrepis,front-fanged,venomous,very dangerous bite,Mayan coral snake
Micrurus,ibiboboca,front-fanged,venomous,very dangerous bite,Caatinga coral snake
Micrurus,isozonus,front-fanged,venomous,very dangerous bite,Venezuela coral snake
Micrurus,langsdorffi,front-fanged,venomous,very dangerous bite,Langsdorff's coral snake
Micrurus,laticollaris,front-fanged,venomous,very dangerous bite,Balsas Coral Snake
Micrurus,latifasciatus,front-fanged,venomous,very dangerous bite,Broad ringed coral snake
Micrurus,lemniscatus,front-fanged,venomous,very dangerous bite,South American coral snake
Micrurus,limbatus,front-fanged,venomous,very dangerous bite,Tuxtlan coral snake
Micrurus,margaritiferus,front-fanged,venomous,very dangerous bite,Speckled coral snake
Micrurus,medemi,front-fanged,venomous,very dangerous bite,Medem's coral snake
Micrurus,meridensis,front-fanged,venomous,very dangerous bite,Merida coral snake
Micrurus,mertensi,front-fanged,venomous,very dangerous bite,Mertens' coral snake
Micrurus,mipartitus,front-fanged,venomous,very dangerous bite,Redtail coral snake
Micrurus,mosquitensis,front-fanged,venomous,very dangerous bite,Costa Rican coral snake
Micrurus,multifasciatus,front-fanged,venomous,very dangerous bite,Many banded coral snake
Micrurus,multiscutatus,front-fanged,venomous,very dangerous bite,Cauca coral snake
Micrurus,narduccii,front-fanged,venomous,very dangerous bite,Andean Blackback Coral Snake
Micrurus,nattereri,front-fanged,venomous,very dangerous bite,Natterer’s Coral Snake
Micrurus,nebularis,front-fanged,venomous,very dangerous bite,Cloud forest coral snake
Micrurus,nigrocinctus,front-fanged,venomous,very dangerous bite,Central American coral snake
Micrurus,obscurus,front-fanged,venomous,very dangerous bite,Bolivian coral snake
Micrurus,oligoanellatus,front-fanged,venomous,very dangerous bite,Tambo coral snake
Micrurus,ornatissimus,front-fanged,venomous,very dangerous bite,Ornate coral snake
Micrurus,pacaraimae,front-fanged,venomous,very dangerous bite,Pacaraima coral snake
Micrurus,pachecogili,front-fanged,venomous,very dangerous bite,Zapotitlán coral snake
Micrurus,paraensis,front-fanged,venomous,very dangerous bite,Para coral snake
Micrurus,peruvianus,front-fanged,venomous,very dangerous bite,Peru coral snake
Micrurus,petersi,front-fanged,venomous,very dangerous bite,Peters' Coral Snake
Micrurus,potyguara,front-fanged,venomous,very dangerous bite,Paraíba coral snake
Micrurus,proximans,front-fanged,venomous,very dangerous bite,Nayarit coral snake
Micrurus,psyches,front-fanged,venomous,very dangerous bite,Carib coral snake
Micrurus,putumayensis,front-fanged,venomous,very dangerous bite,Putumayo coral snake
Micrurus,pyrrhocryptus,front-fanged,venomous,very dangerous bite,Argentinean coral snake
Micrurus,remotus,front-fanged,venomous,very dangerous bite,Neblina coral snake
